index,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
45092,2,"7) $1,000 +",1180.01,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
44064,2,3) $200 - $350,227.21,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
44758,1,2) $100 - $200,182.37,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
57893,3,1) $0 - $100,87.48,1,0,Urban,1,Phone,No E-Mail,1,0,0.0
41368,10,2) $100 - $200,143.09,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
37833,4,3) $200 - $350,233.55,0,1,Urban,0,Web,No E-Mail,1,0,0.0
29713,12,3) $200 - $350,290.58,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
25517,11,1) $0 - $100,37.62,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
31938,2,4) $350 - $500,350.14,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
51334,10,2) $100 - $200,126.69,1,0,Urban,1,Web,No E-Mail,0,0,0.0
17925,6,2) $100 - $200,157.19,1,0,Rural,1,Phone,Womens E-Mail,0,0,0.0
53033,1,3) $200 - $350,203.06,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
45591,8,1) $0 - $100,30.32,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
29345,3,5) $500 - $750,627.82,1,0,Urban,1,Multichannel,No E-Mail,1,0,0.0
61721,10,1) $0 - $100,30.86,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
13757,11,1) $0 - $100,84.56,0,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
32408,5,1) $0 - $100,49.56,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
63269,6,5) $500 - $750,749.72,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
31494,2,1) $0 - $100,43.94,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
27532,10,3) $200 - $350,220.93,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
56760,11,1) $0 - $100,36.64,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
59870,5,2) $100 - $200,131.25,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
8774,10,2) $100 - $200,171.51,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
19660,2,1) $0 - $100,70.44,1,0,Rural,1,Web,No E-Mail,0,0,0.0
2126,1,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
41326,1,1) $0 - $100,50.97,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
56263,5,2) $100 - $200,198.92,1,0,Rural,1,Phone,No E-Mail,1,0,0.0
28657,1,5) $500 - $750,542.27,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
23439,5,4) $350 - $500,370.45,0,1,Urban,0,Multichannel,Womens E-Mail,1,0,0.0
46697,4,3) $200 - $350,241.36,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
6911,4,1) $0 - $100,55.36,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
28730,3,1) $0 - $100,50.08,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
16295,2,5) $500 - $750,668.5,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
30699,2,4) $350 - $500,369.11,1,0,Urban,0,Web,No E-Mail,1,0,0.0
49851,3,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
36399,10,2) $100 - $200,145.55,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
51893,8,1) $0 - $100,59.27,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
57851,3,5) $500 - $750,660.02,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
44254,5,1) $0 - $100,55.0,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
15973,7,1) $0 - $100,83.27,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
4882,3,"7) $1,000 +",1323.32,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
48144,9,3) $200 - $350,225.52,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
42305,10,1) $0 - $100,71.64,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
45063,2,4) $350 - $500,455.56,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
59013,6,"6) $750 - $1,000",881.48,1,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
18288,7,1) $0 - $100,71.97,1,0,Urban,0,Web,No E-Mail,0,0,0.0
22330,5,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
22379,2,5) $500 - $750,623.14,1,1,Surburban,1,Multichannel,Womens E-Mail,1,0,0.0
27632,9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
24192,9,2) $100 - $200,158.76,1,0,Rural,0,Web,No E-Mail,0,0,0.0
23393,4,"7) $1,000 +",1434.9,1,0,Surburban,1,Multichannel,Womens E-Mail,1,1,499.0
17823,12,2) $100 - $200,122.67,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
27142,1,2) $100 - $200,148.9,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
25369,3,5) $500 - $750,588.32,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
4588,8,"7) $1,000 +",1332.97,1,1,Rural,1,Multichannel,No E-Mail,0,0,0.0
24706,9,1) $0 - $100,77.1,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
63474,6,3) $200 - $350,258.69,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
20335,6,4) $350 - $500,422.02,1,1,Rural,1,Multichannel,Womens E-Mail,1,0,0.0
12953,8,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,1,0,0.0
57340,3,3) $200 - $350,294.86,0,1,Rural,0,Web,No E-Mail,0,0,0.0
20492,9,3) $200 - $350,225.54,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
45503,7,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
49183,10,2) $100 - $200,151.42,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
8498,1,3) $200 - $350,237.21,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
42889,3,3) $200 - $350,295.89,1,1,Urban,1,Phone,No E-Mail,1,0,0.0
59749,8,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
33476,12,1) $0 - $100,56.56,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
61944,6,1) $0 - $100,62.4,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
42251,7,5) $500 - $750,585.2,1,1,Surburban,1,Multichannel,Womens E-Mail,1,0,0.0
38005,3,2) $100 - $200,144.75,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
31912,4,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
41084,6,2) $100 - $200,115.39,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
11618,1,2) $100 - $200,156.36,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
40800,9,4) $350 - $500,436.73,1,1,Urban,1,Web,Womens E-Mail,0,0,0.0
31760,10,1) $0 - $100,81.3,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
828,6,2) $100 - $200,154.16,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
1554,1,1) $0 - $100,37.97,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
35505,3,2) $100 - $200,123.78,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
3199,7,4) $350 - $500,371.09,0,1,Urban,0,Web,No E-Mail,0,0,0.0
9492,11,4) $350 - $500,437.43,0,1,Rural,1,Multichannel,No E-Mail,0,0,0.0
25146,1,3) $200 - $350,300.92,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
17445,4,"6) $750 - $1,000",859.85,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
56563,8,2) $100 - $200,162.89,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
1709,6,2) $100 - $200,132.49,0,1,Rural,1,Web,No E-Mail,0,0,0.0
48496,1,2) $100 - $200,171.58,0,1,Urban,1,Web,No E-Mail,1,0,0.0
303,3,3) $200 - $350,327.1,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
54893,4,2) $100 - $200,163.05,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
41091,2,1) $0 - $100,42.23,0,1,Rural,0,Web,No E-Mail,0,0,0.0
43680,2,3) $200 - $350,345.6,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
6889,2,1) $0 - $100,54.18,0,1,Rural,0,Phone,No E-Mail,0,0,0.0
16707,10,4) $350 - $500,412.56,1,0,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
29294,2,1) $0 - $100,48.02,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
618,5,3) $200 - $350,291.17,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
54722,5,1) $0 - $100,90.07,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
49521,11,1) $0 - $100,92.71,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
46619,2,3) $200 - $350,316.53,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
7884,8,1) $0 - $100,49.59,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
60895,10,4) $350 - $500,389.23,1,0,Urban,0,Phone,No E-Mail,1,0,0.0
38208,9,2) $100 - $200,147.7,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
29706,3,3) $200 - $350,340.54,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
56639,6,"6) $750 - $1,000",750.76,1,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
62992,6,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
56786,1,4) $350 - $500,361.39,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
30206,7,1) $0 - $100,89.89,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
8823,3,1) $0 - $100,29.99,0,1,Rural,1,Web,No E-Mail,0,0,0.0
60327,12,2) $100 - $200,147.98,0,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
46854,1,3) $200 - $350,319.35,1,1,Urban,0,Phone,No E-Mail,0,0,0.0
27851,9,2) $100 - $200,106.61,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
14224,2,5) $500 - $750,582.83,0,1,Urban,1,Web,No E-Mail,0,0,0.0
2630,10,2) $100 - $200,116.06,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
43923,5,1) $0 - $100,70.0,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
32865,3,3) $200 - $350,204.08,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
29823,7,1) $0 - $100,99.05,1,0,Rural,1,Web,Womens E-Mail,0,0,0.0
44239,1,4) $350 - $500,405.91,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
48475,2,"7) $1,000 +",1087.4,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
104,6,2) $100 - $200,129.14,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
4809,10,3) $200 - $350,294.37,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
7762,4,2) $100 - $200,182.7,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
2888,4,"6) $750 - $1,000",977.27,1,1,Surburban,1,Phone,No E-Mail,1,0,0.0
55948,10,1) $0 - $100,37.45,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
4594,2,3) $200 - $350,245.8,1,0,Surburban,0,Multichannel,Womens E-Mail,1,0,0.0
33166,5,5) $500 - $750,548.02,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
17509,1,3) $200 - $350,303.64,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
43671,3,2) $100 - $200,168.63,0,1,Rural,0,Web,No E-Mail,1,0,0.0
50481,7,3) $200 - $350,342.28,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
25920,3,5) $500 - $750,620.74,1,1,Urban,1,Phone,No E-Mail,0,0,0.0
28864,1,2) $100 - $200,161.72,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
37023,6,3) $200 - $350,247.63,1,0,Urban,0,Web,No E-Mail,0,0,0.0
18355,11,"6) $750 - $1,000",768.99,1,0,Urban,1,Phone,No E-Mail,1,0,0.0
38398,9,"6) $750 - $1,000",842.17,1,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
44899,4,1) $0 - $100,37.5,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
34582,1,1) $0 - $100,29.99,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
6523,8,1) $0 - $100,80.16,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
14936,6,3) $200 - $350,259.75,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
10530,1,"6) $750 - $1,000",767.0,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
36807,4,"6) $750 - $1,000",828.84,0,1,Surburban,1,Web,No E-Mail,1,0,0.0
33879,11,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,1,0,0.0
59459,6,2) $100 - $200,146.13,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
46658,9,3) $200 - $350,254.68,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
2501,10,1) $0 - $100,29.99,0,1,Rural,0,Phone,Womens E-Mail,1,0,0.0
35270,9,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
2379,6,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0,0,0.0
47351,2,4) $350 - $500,400.48,1,0,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
17360,11,2) $100 - $200,118.41,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
38368,9,1) $0 - $100,32.48,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
34655,5,2) $100 - $200,192.89,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
36792,6,3) $200 - $350,230.91,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
30835,10,2) $100 - $200,117.25,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
60643,2,1) $0 - $100,97.11,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
57119,10,5) $500 - $750,587.09,0,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
50934,1,2) $100 - $200,173.21,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
15853,6,2) $100 - $200,178.95,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
26373,2,1) $0 - $100,43.36,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
25225,3,3) $200 - $350,283.93,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0
21159,2,2) $100 - $200,127.96,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
2896,6,1) $0 - $100,48.16,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
42414,10,2) $100 - $200,123.69,0,1,Rural,0,Phone,No E-Mail,0,0,0.0
45624,1,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
56574,2,2) $100 - $200,179.05,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
60931,2,3) $200 - $350,309.05,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0
59382,11,"6) $750 - $1,000",804.05,1,0,Rural,1,Multichannel,No E-Mail,1,0,0.0
32015,9,1) $0 - $100,85.11,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
62278,2,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
38095,3,4) $350 - $500,465.74,1,1,Urban,0,Phone,No E-Mail,0,0,0.0
29814,10,2) $100 - $200,150.07,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0
24927,6,1) $0 - $100,57.25,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
41114,7,1) $0 - $100,34.64,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
15679,4,5) $500 - $750,690.66,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
37486,7,2) $100 - $200,171.94,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
28724,10,1) $0 - $100,46.62,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
32870,2,4) $350 - $500,485.63,1,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
58472,11,3) $200 - $350,335.64,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
13395,11,1) $0 - $100,83.48,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
58998,11,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
44996,2,1) $0 - $100,66.29,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
40769,1,3) $200 - $350,333.54,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0
57842,8,1) $0 - $100,43.1,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
7185,8,1) $0 - $100,97.71,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
57600,12,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
27719,10,1) $0 - $100,30.19,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
17272,2,2) $100 - $200,126.42,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
30242,1,1) $0 - $100,42.09,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
12979,4,4) $350 - $500,475.39,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
29292,9,1) $0 - $100,86.89,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
52388,2,3) $200 - $350,245.27,1,0,Rural,1,Phone,Womens E-Mail,0,0,0.0
54210,3,1) $0 - $100,48.33,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
42273,2,2) $100 - $200,189.96,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
9766,2,"7) $1,000 +",1057.46,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
4216,1,3) $200 - $350,336.89,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
10571,2,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,1,0,0.0
7844,5,1) $0 - $100,47.03,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
1018,2,4) $350 - $500,384.1,0,1,Urban,0,Web,No E-Mail,0,0,0.0
1996,11,1) $0 - $100,37.62,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
13154,12,1) $0 - $100,29.99,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
16961,2,"6) $750 - $1,000",843.1,1,1,Rural,1,Phone,No E-Mail,0,0,0.0
13752,10,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,0,0,0.0
10381,1,4) $350 - $500,467.87,1,0,Urban,0,Web,No E-Mail,0,0,0.0
50812,9,1) $0 - $100,30.25,1,0,Urban,1,Web,No E-Mail,0,0,0.0
30914,2,2) $100 - $200,121.08,1,0,Urban,0,Phone,No E-Mail,1,0,0.0
3610,2,3) $200 - $350,200.3,1,0,Urban,1,Phone,No E-Mail,1,0,0.0
59216,5,3) $200 - $350,334.54,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
5697,1,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
63954,2,1) $0 - $100,93.97,1,0,Urban,0,Web,No E-Mail,1,0,0.0
37311,3,2) $100 - $200,158.31,0,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
61912,10,3) $200 - $350,316.53,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
3314,11,1) $0 - $100,48.09,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
27418,10,1) $0 - $100,33.41,1,0,Urban,0,Web,No E-Mail,0,0,0.0
31186,5,1) $0 - $100,53.23,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0
58849,8,1) $0 - $100,68.07,1,0,Rural,0,Web,No E-Mail,0,0,0.0
27409,2,2) $100 - $200,147.85,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
37923,7,3) $200 - $350,291.55,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
32761,6,2) $100 - $200,118.26,1,0,Urban,1,Web,No E-Mail,0,0,0.0
34154,11,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
45163,1,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,0,0,0.0
31229,8,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
52617,10,1) $0 - $100,59.39,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
52606,7,3) $200 - $350,333.03,1,0,Urban,1,Web,Womens E-Mail,1,0,0.0
21816,5,3) $200 - $350,285.26,1,0,Urban,1,Web,No E-Mail,0,0,0.0
31657,10,1) $0 - $100,97.4,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
45279,5,1) $0 - $100,96.43,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
45414,11,5) $500 - $750,679.1,0,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
28604,10,1) $0 - $100,29.99,1,0,Rural,1,Web,No E-Mail,0,0,0.0
54718,12,2) $100 - $200,191.84,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
36776,3,2) $100 - $200,190.51,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
20685,1,"6) $750 - $1,000",768.0,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
23956,7,2) $100 - $200,118.08,1,0,Urban,0,Web,No E-Mail,0,0,0.0
12446,8,2) $100 - $200,168.55,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
22275,8,1) $0 - $100,55.16,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
28074,3,"6) $750 - $1,000",859.16,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
50291,6,5) $500 - $750,527.95,1,0,Rural,1,Multichannel,No E-Mail,0,0,0.0
14024,5,5) $500 - $750,560.76,0,1,Rural,1,Multichannel,Womens E-Mail,1,0,0.0
51814,6,"6) $750 - $1,000",956.9,1,1,Urban,1,Multichannel,Womens E-Mail,1,0,0.0
28364,9,2) $100 - $200,149.19,0,1,Rural,0,Web,Womens E-Mail,1,0,0.0
61997,1,5) $500 - $750,711.96,0,1,Rural,1,Multichannel,No E-Mail,0,0,0.0
44546,10,5) $500 - $750,595.85,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
25988,3,3) $200 - $350,243.36,1,1,Urban,0,Phone,Womens E-Mail,1,0,0.0
42012,1,1) $0 - $100,58.89,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
58653,1,1) $0 - $100,63.81,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
13138,3,4) $350 - $500,452.24,0,1,Rural,0,Web,No E-Mail,0,0,0.0
14191,9,4) $350 - $500,382.18,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
32061,10,2) $100 - $200,142.08,0,1,Rural,1,Web,No E-Mail,0,0,0.0
32138,1,"6) $750 - $1,000",947.77,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
24820,11,2) $100 - $200,152.02,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
16403,10,3) $200 - $350,260.07,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
35366,3,"6) $750 - $1,000",910.08,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
39149,3,1) $0 - $100,79.32,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
1864,2,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,1,0,0.0
51628,7,2) $100 - $200,111.22,1,0,Rural,1,Phone,No E-Mail,0,0,0.0
16809,5,2) $100 - $200,147.92,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
45668,1,"7) $1,000 +",1591.76,1,0,Urban,1,Web,No E-Mail,0,0,0.0
56894,5,3) $200 - $350,204.48,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
11129,4,4) $350 - $500,405.78,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
33356,1,3) $200 - $350,336.45,1,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
23528,6,4) $350 - $500,363.79,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
32902,1,4) $350 - $500,484.81,1,1,Urban,0,Web,No E-Mail,0,0,0.0
22713,9,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
24469,5,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
59347,5,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
53407,2,4) $350 - $500,401.43,1,0,Rural,0,Multichannel,No E-Mail,0,0,0.0
13502,6,3) $200 - $350,244.46,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
58544,3,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
32670,10,1) $0 - $100,90.79,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
51976,7,4) $350 - $500,451.22,0,1,Urban,0,Web,No E-Mail,0,0,0.0
31834,5,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
31797,11,4) $350 - $500,497.83,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
48060,2,"7) $1,000 +",1195.32,1,1,Urban,1,Phone,No E-Mail,0,0,0.0
13627,3,5) $500 - $750,733.26,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
8175,11,2) $100 - $200,107.29,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0
61961,12,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0.0
14694,3,3) $200 - $350,323.72,1,0,Rural,0,Multichannel,No E-Mail,0,0,0.0
18507,5,"7) $1,000 +",1034.5,0,1,Surburban,1,Multichannel,Womens E-Mail,1,0,0.0
38923,3,2) $100 - $200,113.44,1,0,Rural,1,Web,No E-Mail,0,0,0.0
8893,12,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
12231,8,"6) $750 - $1,000",849.3,1,1,Surburban,1,Multichannel,Womens E-Mail,1,0,0.0
26270,1,5) $500 - $750,647.25,1,1,Surburban,1,Multichannel,Womens E-Mail,1,0,0.0
36976,10,2) $100 - $200,134.43,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
39865,1,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
48239,4,1) $0 - $100,55.63,1,0,Rural,0,Web,Womens E-Mail,1,1,362.2
385,1,"7) $1,000 +",1524.15,1,0,Rural,1,Web,No E-Mail,0,0,0.0
23657,7,5) $500 - $750,594.22,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
61682,1,1) $0 - $100,79.13,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
37828,1,2) $100 - $200,172.37,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
15946,11,4) $350 - $500,379.3,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
21586,10,3) $200 - $350,202.98,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
47886,10,4) $350 - $500,448.85,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0
39070,1,5) $500 - $750,657.72,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
13082,3,"7) $1,000 +",1062.92,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
